,subject,nll,bic,model,w_p,phi,wd,beta
23,23,185.2786096246749,392.2216208581675,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.430138863405083,3.7527492718902877e-07,21.459048811363722,1.6725520363845217
