,subject,nll,bic,model,w_p,phi,wd,beta
22,22,221.50145878492384,464.66731917866537,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.9043488548211113,0.0003153150072604021,34.595795985215936,0.3082109538372875
