,subject,nll,bic,model,w_p,phi,wd,beta
26,26,241.33593190880947,504.3362654264366,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.7117275195929686,0.0001988101188486814,17.075323528308605,2.142050801587037e-10
