,subject,nll,bic,model,w_p,phi,wd,beta
9,9,247.18708995133713,516.0385815114919,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.38627212848242604,0.9333067823210377,1.1681464796908316,0.0
