,subject,nll,bic,model,w_p,phi,wd,beta
42,42,238.02293295669227,497.71026752220223,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.49685547918919104,1.5432239831682773e-05,12.752329236782817,0.26290647069062273
