,subject,nll,bic,model,w_p,phi,wd,beta
39,39,236.65640261283696,494.9772068344916,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.5302500552916395,0.15164893860337608,30.93265992890784,3.7016079446061667e-07
