,subject,nll,bic,model,w_p,phi,wd,beta
21,21,953.2700724996129,1928.2045466080433,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.7113018323393103,0.8874977470353169,5.775206894646555,4.905351739413392
