,subject,nll,bic,model,w_p,phi,wd,beta
31,31,414.4651217390257,850.594645086869,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-distance-dependent,0.9662267703175867,0.9970009461443047,1.091375111813658,5.898346295295554
