,subject,nll,bic,model,alpha,gamma,eta,lam,phi,beta
31,31,25.589030094279636,83.6746626017858,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-gaze-dependent,0.0,1.0,1.0,0.564707368269372,0.16397808468111022,10.0
