,subject,nll,bic,model,alpha,gamma,eta,lam,phi,beta
4,4,159.6565339787429,351.80967037071235,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-gaze-dependent,0.3514791186860257,0.8731744272810442,1.0,0.6827887427890539,0.27599300961111434,0.8690099317219873
