,subject,nll,bic,model,w_p,theta,lam,phi,beta
38,38,131.9983335251244,291.07716906127087,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-free,0.5678920992570013,1.0,0.7862929716478305,0.04361699108106901,3.145065087270936
