,subject,nll,bic,model,w_p,theta,lam,phi,beta
22,22,148.63810716970676,324.3567163504356,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-gaze-dependent_inh-free,0.9441418945145502,1.0,0.6689723619484703,0.004866180892312005,2.341523744586749
