,subject,nll,bic,model,alpha,gamma,eta,lam,phi,wd,w_p,beta
16,16,144.66061071243772,332.6500246425108,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-distance-dependent,0.6840408753638186,0.621448854440459,0.9194753285703601,0.05203059223540546,8.322011572793721e-06,27.487493653482083,0.09699197955355188,8.380890926784058
