,subject,nll,bic,model,alpha,gamma,eta,lam,phi,wd,w_p,beta
20,20,105.34208767205743,254.01297856175023,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-distance-dependent,0.24451461561964902,1.0,0.8148442817125452,0.7337055928705527,0.0003734124605779078,39.75973396129026,0.2453443579166889,8.084025599537753
