,subject,nll,bic,model,alpha,gamma,eta,lam,phi,wd,w_p,beta
34,34,136.60742344657567,316.5436501107867,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-distance-dependent,0.7085352556714727,0.9870746160698987,0.9276638806980151,0.16678944108894153,0.000159872910725182,15.116303625755698,0.9999096424484685,1.5288955887007238
