,subject,nll,bic,model,alpha,gamma,eta,lam,phi,wd,w_p,beta
26,26,166.06378660554395,375.4563764287233,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-free_inh-distance-dependent,0.2802680632441431,0.4940117158133393,0.44328441689276693,0.6496448176893688,6.04177829438431e-05,23.87421500954397,0.1893897093795842,8.099184921481331
