,subject,nll,bic,model,w_p,theta,lam,beta
32,32,178.07010676363336,377.8046151360844,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-none,0.3428332224857604,0.8930389561977492,0.8058164074066247,6.820621310427532
