,subject,nll,bic,model,w_p,theta,lam,beta
4,4,164.05225880576648,349.76891922035065,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-none,0.7063065212996871,0.4270607808588655,0.8130390562782982,4.10562125275244
