,subject,nll,bic,model,w_p,theta,lam,beta
6,6,106.32516877293146,234.3147391546806,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-none,0.443435360212886,0.7312911958808745,0.7520991897526726,10.0
