,subject,nll,bic,model,w_p,theta,lam,beta
37,37,99.14887345620417,219.96214852122603,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-none,0.6801111618255529,0.48484089810963754,0.8106951723301916,7.419724093732125
