,subject,nll,bic,model,w_p,theta,lam,beta
14,14,145.5117358416917,312.68787329220106,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-none,0.5589739963903345,0.5809361750004142,0.7330467552250187,8.5541687048095
