,subject,nll,bic,model,alpha,gamma,phi,beta
23,23,167.4539349044804,356.5722714177785,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-free,1.1450186312117558,1.0,0.0,0.03457817695870249
