,subject,nll,bic,model,alpha,gamma,phi,beta
10,10,190.16456612392764,401.99353385667297,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-free,0.06335738991437065,1.0,0.0,0.9952209793539226
