,subject,nll,bic,model,alpha,gamma,phi,beta
24,24,157.52196931865222,336.70834024612213,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-free,0.2857803672241924,1.0,0.0,0.6022403200653865
