,subject,nll,bic,model,alpha,gamma,phi,beta
37,37,158.4224066588669,338.50921492655146,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-free,0.3578297030160501,0.36114624992363353,0.0,1.214803000883633
