,subject,nll,bic,model,alpha,gamma,phi,beta
42,42,233.37162318913818,488.40764798709404,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-free,0.5586452161812101,0.5311440130401064,0.0,0.09913403649746493
