,subject,nll,bic,model,alpha,gamma,eta,theta,phi,wd,w_p,beta
9,9,247.18708995133713,537.7029831203096,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.5300334110565481,0.8826497121366029,0.024040211458441797,0.9080400949127091,0.5534038629380759,12.460159174461367,0.7405328808471581,0.0
