,subject,nll,bic,model,alpha,gamma,eta,theta,phi,wd,w_p,beta
34,34,171.09889572575545,385.5265946691463,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.622219268003055,0.8044115442337224,0.4585715881375233,0.6611909292092731,0.0003397119540040752,40.00508070497906,0.0466161742100393,0.23290630560976072
