,subject,nll,bic,model,alpha,gamma,eta,theta,phi,wd,w_p,beta
43,43,242.8134778846528,528.955758986941,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.7779748107497403,0.441430405981891,3.585544988840137e-07,0.9392982893465519,0.0028679156529263406,22.47618465875443,0.6208011545887119,0.014677501625831382
