,subject,nll,bic,model,alpha,gamma,eta,theta,phi,wd,w_p,beta
2,2,112.9691137090734,269.26703063578213,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.15014433495721446,1.0,1.0,0.8188139087890167,1.7248083539959419e-06,18.07180127077903,0.8952724808514014,1.2976547090327317
