,subject,nll,bic,model,alpha,gamma,eta,theta,phi,wd,w_p,beta
0,0,192.82199596708756,428.9727951518105,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.7347736938477347,0.8779396064174491,0.202541639221067,0.0998908595750205,4.7789199757527305e-05,48.869024227866156,0.28248250115472345,0.183257628664766
