,subject,nll,bic,model,alpha,gamma,eta,theta,phi,wd,w_p,beta
6,6,623.8950156858265,1291.1188345892883,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.8346992138275939,0.9806754618628528,0.41438352534268985,0.9998911623945269,0.6051033603361555,13.961141074162828,0.7587902051416847,0.9110965717530419
