,subject,nll,bic,model,alpha,gamma,eta,theta,phi,wd,w_p,beta
12,12,151.53880138522914,346.40640598809364,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.2780760416474676,1.0,0.9286151345943693,0.6863273456851045,6.873803792935365e-05,22.341667940992977,0.03708020526019796,0.7713350037130088
