,subject,nll,bic,model,alpha,gamma,eta,theta,phi,wd,w_p,beta
7,7,144.33163702089894,331.99207725943324,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.7654633113832496,0.7095612700591475,0.5876499704004317,0.7182658307893337,2.7643498524661573e-06,46.33481792359603,0.591098267323342,0.27378618942237143
