,subject,nll,bic,model,w_p,eta,theta,lam,phi,beta
3,3,122.14849681535736,276.79359604394125,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-free,0.6381398280043263,0.9182477534609516,0.5427468685131857,0.43906611446925464,0.2589786590832893,10.0
