,subject,nll,bic,model,w_p,eta,theta,lam,phi,beta
43,43,145.63052637421464,323.7576551616558,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-free,0.24826212790009541,1.0,0.0,0.29116320491856196,0.6012624461707985,3.3395858049696896
