,subject,nll,bic,model,w_p,eta,theta,lam,phi,beta
0,0,105.72730597720877,243.95121436764407,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-free_inh-free,0.6415957001933018,0.9774632259541385,0.24681265428316554,0.18279662541198222,0.36755988889506425,8.861954710400006
