,subject,nll,bic,model,alpha,gamma,eta,lam,phi,beta
8,8,163.00487451203554,358.5063514372976,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-free,0.16616359759587104,1.0,0.19187047617327557,0.3193839373293492,0.5715963717262863,3.2418602848204014
