,subject,nll,bic,model,alpha,gamma,eta,lam,phi,beta
5,5,178.97275027177997,390.44210295678647,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-free,0.17552458898034007,1.0,0.5391644935534458,0.06676571588138548,0.30324819015624604,10.0
