,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,beta
39,39,136.96709216802012,311.84688715147115,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-gaze-dependent,1.8152445476477197,1.0,1.0,1.0,0.6925156042554226,0.0,0.010971083730008324
