,subject,nll,bic,model,alpha,gamma,eta,theta,lam,phi,beta
19,19,133.2927766811498,304.4982561777305,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-gaze-dependent_inh-gaze-dependent,0.6497142083227279,0.6268954054280482,1.0,1.0,0.8731744953982651,0.0,0.23296818490139032
