,subject,nll,bic,model,w_p,eta,lam,phi,wd,beta
5,5,93.28488347861173,219.06636937045,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.9783212943997048,1.0,0.12113464599903487,1.099070237430381e-05,49.59854533182145,4.038947382690359
