,subject,nll,bic,model,w_p,eta,lam,phi,wd,beta
18,18,132.10867840024272,296.713959213712,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.6879269608394275,0.8402066069274444,0.9882389745436777,4.6129799193420525e-06,6.849969588308336,3.574447345586239
