,subject,nll,bic,model,w_p,eta,lam,phi,wd,beta
3,3,127.62032301174278,287.7372484367121,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.5696277801567063,0.6495011448096631,0.5567279032130982,8.163255101816596e-06,4.744420682350396,3.9551537322858374
