,subject,nll,bic,model,w_p,eta,lam,phi,wd,beta
17,17,138.67608060566567,309.8487636245579,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.6709375508177988,0.9523044539722837,0.9320084203940795,4.460623054549618e-06,23.364556845859852,2.9469269801914244
