,subject,nll,bic,model,w_p,eta,lam,phi,wd,beta
23,23,115.54766668331953,263.5919357798656,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.3374720311178648,1.0,0.9012529967076697,1.7301293586700955e-06,46.81009083639126,2.5013266796169424
