,subject,nll,bic,model,w_p,phi,beta
18,18,154.55458651124627,325.3574742291058,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-free,0.6793787702556954,0.0,3.0965100102344953
