,subject,nll,bic,model,w_p,phi,beta
0,0,242.29178594298855,500.83187309259034,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-free,0.4466314179882768,0.0,0.1399048714261044
