,subject,nll,bic,model,w_p,phi,beta
16,16,189.05832769773946,394.36495660209215,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-free,0.4946540705257018,0.0,1.168424655101265
