,subject,nll,bic,model,w_p,phi,beta
19,19,231.00484238210322,478.2579859708197,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-free,0.5263414057228221,0.0,0.5069864366020972
