,subject,nll,bic,model,w_p,phi,beta
12,12,185.20458008322646,386.65746137306616,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-free,0.7794714883156204,0.0,2.6033402543707833
