,subject,nll,bic,model,w_p,phi,beta
33,33,216.32863211652102,448.9055654396553,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-none_inh-free,0.6247341780133169,0.0,1.5262374047292793
