,subject,nll,bic,model,w_p,eta,theta,phi,beta
34,34,188.50233290814697,404.085167827316,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-gaze-dependent,0.5908208093231045,0.7874475793059894,0.7583799571869356,0.014461309210373164,1.0228432413791497
