,subject,nll,bic,model,w_p,eta,theta,phi,beta
31,31,54.09877639708404,135.27805480519018,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-gaze-dependent,0.9654981785756945,1.0,0.9868719820576671,0.01583950348480872,2.7466330154836425
