,subject,nll,bic,model,w_p,eta,theta,phi,beta
0,0,205.91093007765363,438.90236216632934,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-gaze-dependent,0.5861796403972351,1.0,0.0,0.0,0.5416106499329315
