,subject,nll,bic,model,w_p,eta,theta,phi,beta
26,26,185.16575008261418,397.41200217625044,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-gaze-dependent,0.7147066964783879,0.8071464470491736,0.6745634526282591,0.012001546915168837,0.9919489848205221
