,subject,nll,bic,model,w_p,eta,theta,phi,beta
2,2,126.43352476855878,279.94755154813964,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-gaze-dependent,0.8826925279902472,1.0,1.0,0.01941165652450578,2.379057330411274
