,subject,nll,bic,model,w_p,eta,theta,phi,beta
18,18,136.2029752690193,299.4864525490607,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-free,0.6815163913869979,1.0,0.8290939421985284,0.0,2.278877928948171
