,subject,nll,bic,model,w_p,eta,theta,phi,beta
10,10,166.4326083340134,359.94571867904887,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-free,0.9598779181641026,1.0,0.5846461054245945,0.0,1.8177979611431472
