,subject,nll,bic,model,w_p,eta,theta,phi,beta
8,8,165.27351446778965,357.6275309466014,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-free,0.8808783598937301,1.0,0.7435863567328691,0.0,1.3222171403881273
