,subject,nll,bic,model,w_p,eta,theta,phi,beta
39,39,170.52841617315875,368.13733435733957,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-free,0.39974519845705697,0.6764474233714773,0.7657741947598236,0.0,2.5520430904581395
