,subject,nll,bic,model,w_p,eta,theta,phi,beta
35,35,182.79877802450272,392.6780580600275,sb_int-additive_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-free,0.7984862168940049,0.644055321883335,0.71312431447632,0.0,1.395185355785116
