,subject,nll,bic,model,alpha,gamma,eta,lam,phi,beta
33,33,160.76693298704816,354.03046838732286,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-gaze-dependent,0.5645937619609018,0.9484292396633545,0.8745654023752784,0.6638877878745821,0.6933989936996243,0.6872701610846756
