,subject,nll,bic,model,alpha,gamma,eta,lam,phi,beta
8,8,151.0859322837906,334.66846698080775,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-false_lk-free_inh-gaze-dependent,0.16392436427708693,1.0,0.5139220129584934,0.2716417033097434,0.8654454807505104,10.0
